director_name,num_critic_for_reviews,director_likes,actor_3_name,actor_3_likes,actor_2_name,actor_2_likes,actor_1_name,actor_1_likes,gross,Movie Name,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_likes
Don Coscarelli,260,152,Ella Joyce,124,Ossie Davis,282,Daniel Roebuck,1000,,Bubba Ho-TepÂ ,38893,1587,366,English,USA,R,1000000,2002,7.2,1.85,0
Rob Letterman,218,11,Ken Marino,543,Dylan Minnette,1000,Odeya Rush,2000,80021740,GoosebumpsÂ ,47988,5497,154,English,USA,PG,58000000,2015,6.4,2.35,35000
Marc Levin,16,12,Bonz Malone,6,Saul Williams,38,Sonja Sohn,245,982214,SlamÂ ,1976,295,51,English,USA,R,1000000,1998,7.2,1.85,603
Richard Dutcher,12,13,Rick Macy,25,Frank Gerrish,81,Wilford Brimley,957,798341,Brigham CityÂ ,983,1107,63,English,USA,PG-13,1000000,2001,7.2,1.85,100
Khalid Mohamed,1,10,Jaya Bhaduri,97,Manoj Bajpayee,186,Karisma Kapoor,353,610991,FizaÂ ,2715,773,19,Hindi,India,,1000000,2000,6.2,2.35,92
Mel Brooks,48,0,Dom DeLuise,842,Sid Caesar,898,Madeline Kahn,1000,,History of the World: Part IÂ ,36559,3931,131,English,USA,R,11000000,1981,6.9,2.35,0
Trey Parker,59,406,Matt Stone,194,Dian Bachar,203,Trey Parker,406,582024,OrgazmoÂ ,30396,904,168,English,USA,NC-17,1000000,1997,6.2,1.85,0
David Gordon Green,88,234,Shea Whigham,463,Paul Schneider,552,Zooey Deschanel,11000,548712,All the Real GirlsÂ ,9233,12385,126,English,USA,R,2500000,2003,6.9,2.35,571
Finn Taylor,28,4,Kathryn Erbe,301,Cathy Moriarty,394,David Arquette,611,464655,Dream with the FishesÂ ,1524,1692,29,English,USA,R,1000000,1997,7,1.85,166
Karen Moncrieff,44,22,A.J. Buckley,275,Agnes Bruckner,400,Frances Fisher,638,464126,Blue CarÂ ,3142,1641,68,English,USA,R,1000000,2002,6.7,1.85,115
JosÃ© Luis Valenzuela,13,0,Robert Beltran,268,Lupe Ontiveros,625,Cheech Marin,844,428535,LuminariasÂ ,505,2289,32,English,USA,R,1000000,2000,3.6,,24
Gia Coppola,117,71,Olivia Crocicchia,145,Nat Wolff,733,James Franco,11000,750100,Palo AltoÂ ,19752,12234,61,English,USA,R,,2013,6.3,1.85,0
Scandar Copti,100,13,Ranin Karim,7,Scandar Copti,13,Shahir Kabaha,20,621240,AjamiÂ ,4999,42,32,Arabic,Germany,,,2009,7.4,1.85,0
Goran Dukic,117,21,Chase Ellison,772,Patrick Fugit,835,Leslie Bibb,1000,104077,Wristcutters: A Love StoryÂ ,46076,4720,88,English,USA,R,1000000,2006,7.4,1.78,11000
Mike Cahill,140,135,Venida Evans,11,Cara Seymour,71,Steven Yeun,7000,334658,I OriginsÂ ,75633,7098,160,English,USA,R,,2014,7.3,2.39,32000
Efram Potelle,29,2,Kathleen Quinlan,551,Elden Henson,577,Shiri Appleby,855,279282,The Battle of Shaker HeightsÂ ,3806,2489,49,English,USA,PG-13,1000000,2003,6.1,1.85,150
Peter Jackson,308,0,Tom McCarthy,310,AJ Michalka,559,Michael Imperioli,873,43982842,The Lovely BonesÂ ,125114,2369,593,English,USA,PG-13,65000000,2009,6.7,2.35,16000
Joshua Oppenheimer,248,50,Syamsul Arifin,0,Herman Koto,3,Anwar Congo,3,484221,The Act of KillingÂ ,23836,6,107,Indonesian,UK,Not Rated,1000000,2012,8.2,1.85,20000
Alex Gibney,84,141,Greg D'Agostino,23,George W. Bush,125,Alex Gibney,141,274661,Taxi to the Dark SideÂ ,10564,313,40,English,USA,R,1000000,2007,7.7,1.85,0
Paul Crowder,40,10,Ahmet Ertegun,5,Marv Albert,7,PelÃ©,102,144431,Once in a Lifetime: The Extraordinary Story of the New York CosmosÂ ,1290,118,13,English,UK,PG-13,1000000,2006,7.3,1.85,587
Rohit Jagessar,,0,Aasheekaa Bathija,0,Rufus Graham,3,Kumar Gaurav,12,227241,Guiana 1838Â ,56,15,2,English,USA,Unrated,,2004,7.4,,32
Griffin Dunne,13,165,Melissa Gilbert,679,Fisher Stevens,922,Mira Sorvino,978,112521,Lisa Picard Is FamousÂ ,455,3258,16,English,USA,PG-13,,2000,5.7,,25
Anthony Powell,31,9,Anthony Powell,9,Tom Hamann,24,Josh Swanson,53,287761,Antarctica: A Year on IceÂ ,2482,86,16,English,New Zealand,PG,1000000,2013,7.6,1.85,0
Kief Davidson,43,0,Jason Bateman,0,Brian Whitaker,8,G.W. Krauss,20,100240,A Lego BrickumentaryÂ ,1220,28,11,English,Denmark,G,1000000,2014,6.8,,0
Johnny Remo,2,74,Raquel Elizabeth Ames,891,Randy Wayne,984,Matthew Ziff,260000,96734,HardflipÂ ,606,263584,5,English,USA,PG-13,1000000,2012,5.6,1.85,706
Vivek Agnihotri,4,5,Sunil Shetty,219,Anil Kapoor,668,Emraan Hashmi,724,49000,Chocolate: Deep Dark SecretsÂ ,1524,2024,30,Hindi,India,,1500000,2005,4.8,,31
Ti West,238,243,Dee Wallace,725,Greta Gerwig,962,Lena Dunham,969,100659,The House of the DevilÂ ,30160,3833,193,English,USA,R,900000,2009,6.4,1.85,0
Nick Tomnay,112,11,Nathaniel Parker,271,Clayne Crawford,298,David Hyde Pierce,443,48430,The Perfect HostÂ ,20176,1452,73,English,USA,R,500000,2010,6.8,1.85,0
John Hamburg,33,29,Josh Pais,117,Michael Lerner,230,Harvey Fierstein,499,21210,Safe MenÂ ,2735,1141,52,English,USA,R,1000000,1998,6.1,1.85,157
Nickolas Perry,8,5,Adrienne Frantz,73,Patsy Kensit,231,Patrick Renna,590,,Speedway JunkyÂ ,1434,1042,43,English,USA,R,1000000,1999,5.2,,27
Dan Zukovic,95,8,James Lorinz,14,Louis Mustillo,71,Yul Vazquez,96,22434,The Last Big ThingÂ ,334,196,17,English,USA,R,,1996,6.9,1.85,43
Craig Mazin,29,82,Jamie Kennedy,490,James Gunn,571,Judy Greer,2000,12996,The SpecialsÂ ,1938,3905,54,English,USA,R,1000000,2000,6,1.85,210
Becky Smith,3,32,Hallee Hirsh,256,Emily Baldoni,261,Will Rothhaar,386,,16 to LifeÂ ,397,1647,6,English,USA,,1000000,2009,6.3,1.78,143
Eric Nicholas,71,0,Jonathon Trent,61,Ana Claudia TalancÃ³n,163,Jordana Spiro,262,10018,Alone with HerÂ ,3228,509,31,English,USA,Not Rated,1000000,2006,6.1,1.85,244
Benjamin Dickinson,36,4,Meredith Hagner,150,Alexia Rasmussen,171,Nora Zehetner,446,62480,Creative ControlÂ ,1048,928,7,English,USA,R,1000000,2015,5.5,2.39,793
Hal Haberman,56,0,Ian Bohen,394,Paul Blackthorne,645,Michael Rapaport,975,6387,SpecialÂ ,4862,2694,37,English,USA,R,1000000,2006,6.9,1.85,0
Darren Stein,8,18,Veronica Cartwright,422,Jamie Kennedy,490,Frances Bay,491,5494,SparklerÂ ,377,2633,13,English,USA,R,,1997,5.6,,17
A. Raven Cruz,3,0,Jennifer Sky,94,Vanilla Ice,361,Scott Levy,639,,The Helix... LoadedÂ ,534,1188,9,English,USA,R,1000000,2005,1.9,1.78,128
Brian Trenchard-Smith,8,53,Jesse Hutch,176,Mariel Hemingway,288,David Keith,563,721,In Her Line of FireÂ ,783,1284,12,English,Germany,R,1000000,2006,4.1,1.85,42
Frank Whaley,9,436,Heather Bucha,4,Frank Whaley,436,Lynn Cohen,474,703,The Jimmy ShowÂ ,480,920,21,English,USA,R,1500000,2001,5.4,1.85,47
Amat Escalante,87,50,Gabriel Reyes,8,Andrea Vergara,9,Kenny Johnston,327,,HeliÂ ,3499,351,15,Spanish,Mexico,Not Rated,1000000,2013,6.8,1.85,0
Wajahat Rauf,6,3,Javed Sheikh,4,Ayesha Omar,5,Rasheed Naz,7,,Karachi se LahoreÂ ,876,19,15,Urdu,Pakistan,,1000000,2015,7,,259
Katherine Brooks,14,57,Laura Breckenridge,228,Kevin McCarthy,403,Ilene Graff,442,,Loving AnnabelleÂ ,9190,1635,75,English,USA,Not Rated,1000000,2006,6.7,1.85,501
David Cross,20,0,Amy Sedaris,396,Matt Walsh,490,Jason Ritter,782,,HitsÂ ,1359,2607,8,English,USA,,1000000,2014,5.8,1.78,903
Randall Rubin,23,0,James Eckhouse,131,A.J. Buckley,275,Nicole Randall Johnson,363,,Jimmy and JudyÂ ,1420,997,26,English,USA,R,1000000,2006,6.2,,138
Robert Bennett,6,15,Alicia Ziegler,106,Lauren C. Mayhew,157,Randy Wayne,984,,Frat PartyÂ ,1612,1752,28,English,USA,R,1000000,2009,2.8,16,297
Guy Hamilton,12,82,Louise Sorel,47,Eddie Albert,196,Oliver Reed,694,,The Party's OverÂ ,340,964,7,English,UK,,,1965,7.3,1.37,32
Mary Pat Kelly,2,3,Janet Hubert,149,Ossie Davis,282,Aidan Quinn,767,,ProudÂ ,275,1593,22,English,USA,PG,1000000,2004,5.8,,141
Lori Petty,12,923,Bokeem Woodbine,904,ChloÃ« Grace Moretz,17000,Jennifer Lawrence,34000,,The Poker HouseÂ ,3943,52113,24,English,USA,R,,2008,6.5,1.85,599
Charlie Levi,,0,Diane Venora,171,Barbara Hershey,618,Joe Mantegna,1000,,ChildlessÂ ,33,1996,,English,USA,R,1000000,2008,6.1,,3
Kevin Hamedani,64,23,Kevin Hamedani,23,Janette Armand,37,Russell Hodgkinson,199,,ZMD: Zombies of Mass DestructionÂ ,3650,292,39,English,USA,R,500000,2009,5.1,1.85,0
David DeCoteau,7,142,Tim Abell,317,Shanley Caswell,383,Maureen McCormick,458,,Snow White: A Deadly SummerÂ ,634,1549,14,English,USA,PG-13,1000000,2012,2.2,1.78,150
Mikel Rueda,9,0,Joseba Ugalde,0,GermÃ¡n Alcarazu,0,Ãlex Angulo,90,,Hidden AwayÂ ,955,90,7,Spanish,Spain,Unrated,,2014,7.2,2.35,68
Stefan C. Schaefer,21,0,Reg E. Cathey,360,Marlene Forte,395,Nicole Beharie,898,,My Last Day Without YouÂ ,982,2116,12,English,USA,,1000000,2011,5.7,1.66,370
Michael Taliferro,,105,Chrystee Pharris,110,Sticky Fingaz,207,Wesley Jonathan,592,,Steppin: The MovieÂ ,293,1350,1,English,USA,PG-13,1000000,2009,3.4,,41
David DeCoteau,1,142,Randy Jay Burrell,402,Tom Berenger,854,William McNamara,10000,,Doc Holliday's RevengeÂ ,93,11466,6,English,USA,PG-13,1000000,2014,3.8,1.78,54
Katie Aselton,95,224,Jay Paulson,37,Anslem Richardson,59,Katie Aselton,224,,Black RockÂ ,6531,344,47,English,USA,R,,2012,4.7,1.85,0
Robert Heath,40,0,Jennie Jacques,177,Alexander Vlahos,334,David Oakes,335,,Truth or DieÂ ,6513,1226,41,English,UK,Not Rated,1000000,2012,5.6,2.35,968
D. Stevens,6,6,Summer Napoles,0,Pierre Dulat,17,Magi Avila,92,,The PetÂ ,425,109,24,English,USA,,1000000,2006,3.9,,91
Jeffrey St. Jules,16,0,Kristian Bruun,36,Chloe Rose,40,Boyd Banks,57,,Bang Bang BabyÂ ,137,231,16,English,Canada,,1000000,2014,5.4,,48
Robert Hall,39,53,Fiona Dourif,253,Kevin Gage,366,Angelina Armani,677,,Fear ClinicÂ ,6256,1825,19,English,USA,R,1000000,2015,5.2,2.35,936
K. King,150,3,Jarrod Phillips,115,Shona Kay,211,Jason K. Wixom,214,,Zombie HunterÂ ,2057,656,30,English,USA,Not Rated,1000000,2013,3.5,2.35,0
Jonathan Meyers,1,0,Leonor Varela,426,Luke Perry,608,Justin Baldoni,657,,A Fine StepÂ ,207,2677,1,,USA,PG,1000000,2014,5.3,,212
Danny Boyle,393,0,Tuppence Middleton,888,Spencer Wilding,1000,Rosario Dawson,3000,2319187,TranceÂ ,92640,5056,212,English,UK,R,20000000,2013,7,2.35,23000
Ralph Nelson,32,17,Claire Bloom,113,Dick Van Patten,605,Cliff Robertson,754,,CharlyÂ ,4998,1567,55,English,USA,PG,,1968,7.1,2.35,785
Blair Erickson,78,0,Michael McMillian,302,Katia Winter,371,Monique Candelaria,696,,Banshee ChapterÂ ,6265,1618,56,English,Germany,R,950000,2013,5.5,,2000
,,,Bruno Campos,223,David DeLuise,275,Eric Lloyd,775,,JesseÂ             ,954,1713,14,English,USA,,,,5.9,,57
Allison Burnett,8,12,Cathryn de Prume,354,Gia Mantegna,413,Kimberly Williams-Paisley,529,,Ask Me AnythingÂ ,7870,2468,64,English,USA,Not Rated,950000,2014,6,,884
Richard Schenkman,6,29,Eartha Kitt,558,Mike Colter,569,Vanessa Williams,1000,,And Then Came LoveÂ ,443,2504,4,English,USA,,989000,2007,4.8,,42
Sanjay Rawal,9,0,Eve Ensler,17,Robert Kennedy Jr.,28,Alma Martinez,56,,Food ChainsÂ ,265,104,3,English,USA,,913000,2014,7.1,,489
Elia Kazan,134,603,Rod Steiger,279,Karl Malden,416,Marlon Brando,10000,9600000,On the WaterfrontÂ ,100890,11094,281,English,USA,Not Rated,910000,1954,8.2,1.85,0
Kat Coiro,18,28,Kristen Johnston,501,Geoff Stults,756,Justin Kirk,945,20186,L!fe HappensÂ ,6025,2924,15,English,USA,R,930000,2011,5.7,2.35,995
Cristian Mungiu,233,163,Alexandru Potocean,27,Vlad Ivanov,60,Anamaria Marinca,131,1185783,"4 Months, 3 Weeks and 2 DaysÂ ",44763,264,172,Romanian,Romania,Not Rated,590000,2007,7.9,1.85,14000
Brian Dorton,10,171,Jan Cornet,76,Brian Dorton,171,Javier Botet,1000,,The Horror Network Vol. 1Â ,139,1343,3,English,USA,,3000000,2015,7.3,,52
David Slade,231,171,Patrick Wilson,0,G.J. Echternkamp,8,Odessa Rae,109,1007962,Hard CandyÂ ,131969,117,651,English,USA,R,950000,2005,7.1,2.35,12000
Jamie Babbit,65,91,Edie Falco,659,David Gallagher,796,Katy Mixon,982,381186,The QuietÂ ,13485,3299,90,English,USA,R,900000,2005,6.4,2.35,698
Maryam Keshavarz,76,32,Sina Amedson,127,Reza Sixo Safai,127,Sarah Kazemy,144,439958,CircumstanceÂ ,6277,509,43,Persian,France,R,,2011,5.9,2.35,0
Ryan Coogler,327,0,Ariana Neal,88,Melonie Diaz,270,Ahna O'Reilly,282,16097842,Fruitvale StationÂ ,53919,687,168,English,USA,R,900000,2013,7.5,1.85,17000
Ramaa Mosley,62,6,Alia Shawkat,727,Michael Angarano,947,Jack McBrayer,975,6643,The Brass TeapotÂ ,11965,4184,39,English,USA,R,900000,2012,6.4,2.35,0
James Algar,116,11,Ann Gillis,8,Donnie Dunagan,12,Sam Edwards,16,102797150,BambiÂ ,94225,63,136,English,USA,Approved,,1942,7.4,1.33,0
Charles Herman-Wurmfeld,73,0,Adam Carolla,102,Rian Bishop,140,John Enos III,465,442638,The HammerÂ ,5489,897,23,English,USA,R,850000,2007,7.3,,337
Ric Roman Waugh,238,29,Nadine Velazquez,874,Harold Perrineau,1000,Dwayne Johnson,12000,42919096,SnitchÂ ,64748,15800,122,English,USA,PG-13,15000000,2013,6.5,2.35,12000
C. Jay Cox,35,6,Jacqueline Bisset,522,Rob McElhenney,813,Joseph Gordon-Levitt,23000,819939,Latter DaysÂ ,14580,26017,252,English,USA,R,850000,2003,7.2,1.85,0
Mariette Monpierre,2,0,Teddy Doloir,0,Christophe Cherki,0,Stana Roumillac,0,,ElzaÂ ,19,0,2,French,France,,900000,2011,6.7,16,24
Tommy Oliver,6,66,Quinton Aaron,734,Ruby Dee,782,Bokeem Woodbine,904,,1982Â ,122,5435,3,English,USA,R,1000000,2013,7.1,,181
Jamie Travis,115,15,Nia Vardalos,567,Ari Graynor,904,James Wolk,938,1243961,"For a Good Time, Call...Â ",13421,3770,34,English,USA,R,850000,2012,6,2.35,0
Lee Toland Krieger,193,43,Rob Huebel,172,Janel Parrish,517,Ari Graynor,904,3094687,Celeste & Jesse ForeverÂ ,24391,1751,61,English,USA,R,,2012,6.7,2.35,0
Rich Christiano,16,14,Hal Linden,221,D. David Morin,234,Gavin MacLeod,284,15278,Time ChangerÂ ,1742,1185,158,English,USA,PG,825000,2002,5.6,1.85,409
Paul Andrew Williams,68,46,Georgia Groome,141,Johnny Harris,146,Lorraine Stanley,418,,London to BrightonÂ ,7308,926,72,English,UK,R,500000,2006,7,2.35,933
Nick Love,16,63,Michelle Tabora,175,Christopher Berry,207,Eddie Griffin,489,,American HeroÂ ,2706,1278,23,English,USA,,990000,2015,4.9,,549
Natalie Bible',7,8,Matt Cohen,487,Samaire Armstrong,806,Tommy O'Reilly,1000,,Windsor DriveÂ ,169,3336,6,English,USA,,100000,2015,3.2,,312
Asghar Farhadi,354,0,Peyman Moaadi,620,Leila Hatami,712,Shahab Hosseini,786,7098492,A SeparationÂ ,151812,2501,264,Persian,Iran,PG-13,500000,2011,8.4,1.85,48000
Justin Molotnikov,16,5,Joe Cassidy,10,Stephen McCole,11,Jo Hartley,49,,Crying with LaughterÂ ,190,81,6,English,UK,,,2009,6.9,,33
Todd Solondz,74,377,Christina Vidal,236,Ken Leung,502,Heather Matarazzo,529,4771000,Welcome to the DollhouseÂ ,26513,1502,174,English,USA,R,800000,1995,7.5,1.85,0
Victor Nunez,11,9,Dorothy Lyman,86,Todd Field,143,Allison Dean,159,1001437,Ruby in ParadiseÂ ,2039,423,28,English,USA,R,800000,1993,7.2,1.85,81
Peter Sollett,59,6,Judy Marte,68,Melonie Diaz,270,Victor Rasuk,302,2073984,Raising Victor VargasÂ ,4743,663,135,English,France,R,800000,2002,7.2,1.85,219
Georg Wilhelm Pabst,71,21,Fritz Kortner,3,Francis Lederer,20,Louise Brooks,426,9950,Pandora's BoxÂ ,7431,455,84,German,Germany,Not Rated,,1929,8,1.33,926
Daniel Davila,5,0,Diane Baker,167,Melora Walters,188,Martin Landau,940,,Harrison MontgomeryÂ ,59,1484,1,English,USA,,850000,2008,7.4,1.78,18
Jorge Gaggero,25,0,Claudia LapacÃ³,0,Hilda Bernard,5,Norma Aleandro,24,,Live-In MaidÂ ,772,29,11,Spanish,Argentina,Unrated,800000,2004,7.2,,83
Rod Lurie,29,37,Timothy Hutton,501,Kathryn Morris,573,Kevin Pollak,574,144583,DeterrenceÂ ,2256,1983,79,English,France,R,800000,1999,6.5,1.85,130
Michael Burke,17,3,Ryan Donowho,181,Tom Guiry,262,Zachary Knighton,262,,The Mudge BoyÂ ,3480,991,30,English,USA,R,800000,2003,7.2,,396
Catherine Jelski,13,0,Arly Jover,258,Eion Bailey,749,Leslie Bibb,1000,58163,The Young UnknownsÂ ,122,2359,3,English,USA,R,,2000,4.2,,4
Shane Dawson,6,247,Cherami Leigh,152,Kurt Angle,217,Shane Dawson,247,35688,Not CoolÂ ,4167,954,72,English,USA,Not Rated,600000,2014,5.1,,0
Tommy Wirkola,224,75,Ane Dahl Torp,13,Stig Frode Henriksen,16,BjÃ¸rn Sundquist,35,41709,Dead SnowÂ ,54601,116,200,Norwegian,Norway,Not Rated,800000,2009,6.4,1.85,23000
Ryan Little,33,38,Kirby Heyborne,69,Larry Bagby,115,Corbin Allred,214,1310270,Saints and SoldiersÂ ,17725,587,157,English,USA,PG-13,780000,2003,6.8,,1000
Clark Baker,1,0,Whit Spurgeon,37,Alan Pietruszewski,93,Taylor Pigeon,134,,VesselÂ ,292,315,3,English,USA,,,2012,6.2,,14
George Lucas,100,0,Mackenzie Phillips,425,Ron Howard,2000,Harrison Ford,11000,115000000,American GraffitiÂ ,63839,14954,238,English,USA,PG,777000,1973,7.5,2.35,0
Robert Greenwald,21,21,Donna Zovko,0,Katy Helvenston-Wettengal,0,Scott Helvenston,25,,Iraq for Sale: The War ProfiteersÂ ,1477,25,24,English,USA,,750000,2006,7.7,1.78,274
Matt Maiellaro,82,8,Chris Kattan,357,Fred Armisen,424,Tina Fey,2000,5518918,Aqua Teen Hunger Force Colon Movie Film for TheatersÂ ,12160,3071,73,English,USA,R,750000,2007,6.9,1.85,307
Colin Trevorrow,271,365,Jeff Garlin,522,Mark Duplass,830,Mary Lynn Rajskub,934,4007792,Safety Not GuaranteedÂ ,101287,2714,260,English,USA,R,750000,2012,7,2.35,31000
Leslie Small,5,15,Jeanette Branch,95,Larry King,135,Isaac C. Singleton Jr.,312,7705974,Kevin Hart: Laugh at My PainÂ ,3543,548,8,English,USA,R,,2011,7.5,1.85,614
Ben Wheatley,255,214,Neil Maskell,246,Ben Crompton,257,MyAnna Buring,513,26297,Kill ListÂ ,25750,1269,209,English,UK,Not Rated,500000,2011,6.3,2.35,0
Ti West,292,243,Pat Healy,74,Jake Ryan,128,Lena Dunham,969,77501,The InnkeepersÂ ,27260,1252,247,English,USA,R,750000,2011,5.5,2.35,0
David S. Goyer,178,687,Rachel Brosnahan,389,Atticus Shaffer,787,Gary Oldman,10000,42638165,The UnbornÂ ,42183,12183,230,English,USA,PG-13,16000000,2009,4.8,2.35,0
Bernardo Bertolucci,120,973,Dominique Sanda,48,Stefania Sandrelli,90,Jean-Louis Trintignant,319,,The ConformistÂ ,17813,500,101,Italian,Italy,R,750000,1970,8.1,1.66,0
Neil Burger,31,168,Renee Faia,21,Christel Khalil,72,Raymond J. Barry,108,47329,Interview with the AssassinÂ ,1661,243,31,English,USA,R,750000,2002,6.6,1.78,163
Oliver Blackburn,114,4,Tom Burke,201,Nichola Burley,233,Julian Morris,1000,18378,Donkey PunchÂ ,9376,1558,74,English,UK,R,900000,2008,5.2,1.85,0
Jonathan Levine,233,129,Whitney Able,280,Michael Welch,611,Luke Grimes,935,,All the Boys Love Mandy LaneÂ ,25951,2170,129,English,USA,R,750000,2006,5.6,2.35,2000
Christopher Hutson,8,3,Michele Morrow,118,Jennifer Lee Wiggins,134,Dichen Lachman,717,,BledÂ ,851,1117,30,English,USA,R,750000,2009,3.1,1.85,128
Fred Zinnemann,153,160,Lon Chaney Jr.,433,Lloyd Bridges,575,Gary Cooper,998,,High NoonÂ ,80193,2496,333,English,USA,PG,750000,1952,8.1,1.37,3000
Steve James,53,23,Isiah Thomas,2,Arthur Agee,6,William Gates,7,7830611,Hoop DreamsÂ ,18980,15,74,English,USA,PG-13,700000,1994,8.3,1.33,0
David LaChapelle,49,30,Tommy the Clown,14,Christopher Toler,23,Kevin Scott Richardson,262,3278611,RizeÂ ,2877,321,46,English,USA,PG-13,,2005,7.1,1.33,903
Joseph Kosinski,4,364,Erick Avari,567,Lauren Cohan,4000,Peter Dinklage,22000,,DestinyÂ ,3089,26578,11,English,USA,,,2014,8.1,,1000
Michael Cuesta,64,52,Walter Masterson,36,Bruce Altman,67,Adam LeFevre,80,1141829,L.I.E.Â ,8509,209,109,English,USA,NC-17,700000,2001,7.2,1.85,420
Caryn Waechter,23,0,Louis Ozawa Changchien,195,Kara Hayward,524,Laura Fraser,601,,The Sisterhood of NightÂ ,1354,1581,17,English,USA,PG-13,1000000,2014,6.3,2.35,523
Emily Dell,8,0,Drew Sidora,311,Wesley Jonathan,592,Aimee Garcia,618,,B-GirlÂ ,551,2476,10,English,USA,PG-13,,2009,4,,303
Peter Jackson,446,0,Evan Parke,84,Thomas Kretschmann,918,Naomi Watts,6000,218051260,King KongÂ ,316027,7122,2618,English,New Zealand,PG-13,207000000,2005,7.2,2.35,0
Jaume Collet-Serra,228,174,Brian Van Holt,324,Paris Hilton,716,Robert Ri'chard,730,32048809,House of WaxÂ ,94463,2160,576,English,Australia,R,30000000,2005,5.3,1.85,0
Ryan Fleck,208,31,Jeff Lima,71,Tristan Mack Wilds,519,Ryan Gosling,33000,2694973,Half NelsonÂ ,70885,33734,189,English,USA,R,700000,2006,7.2,1.85,0
Jennifer Wynne Farmer,2,0,Max Gail,236,Akima,282,Irene Bedard,752,10508,Naturally NativeÂ ,103,1763,6,English,USA,PG-13,700000,1998,6.5,,102
Christopher Scott Cherot,25,21,Chenoa Maxwell,48,Robinne Lee,170,Hill Harper,465,2301777,Hav PlentyÂ ,819,714,36,English,USA,R,650000,1997,6.5,,161
H.M. Coakley,8,0,Danielle Savre,137,Steffinnie Phrommany,320,Mehcad Brooks,696,,AdulterersÂ ,514,1210,1,English,USA,,750000,2015,4.9,2.35,158
Randy Moore,143,13,Amy Lucas,432,Lee Armstrong,511,Trey Loney,977,169719,Escape from TomorrowÂ ,7384,2483,79,English,USA,Not Rated,,2013,5.2,1.85,0
Chris Atkins,21,2,Elton John,442,Harvey Weinstein,474,Richard Curtis,628,,StarsuckersÂ ,474,1683,8,English,UK,,400000,2009,7.4,,203
Bill Benenson,1,0,Jane Goodall,21,Dave Fennoy,338,Alfre Woodard,1000,,The Hadza: Last of the FirstÂ ,5,1359,1,English,USA,,650000,2014,7.4,,5
Ryan Smith,34,4,Karolina Wydra,258,Madison Lintz,385,Sandra Ellis Lafferty,523,,AfterÂ ,3699,1553,27,English,USA,PG-13,650000,2012,5.4,2.35,1000
Travis Romero,5,4,Michael Biehn,2000,Lorraine Ziff,21000,Matthew Ziff,260000,,TreacheryÂ ,344,283939,5,English,USA,,625000,2013,3.9,,0
Anna Mastro,10,7,Virginia Madsen,912,Justin Kirk,945,Leven Rambin,956,,WalterÂ ,1432,4767,19,English,USA,,700000,2015,5.3,,0
Mark Sandrich,66,10,Eric Blore,23,Edward Everett Horton,172,Ginger Rogers,610,3000000,Top HatÂ ,13269,824,98,English,USA,Approved,609000,1935,7.8,1.37,1000
Daniel Myrick,360,19,Michael C. Williams,39,Joshua Leonard,170,Heather Donahue,170,140530114,The Blair Witch ProjectÂ ,186786,399,3400,English,USA,R,60000,1999,6.4,1.33,0
Michael Wadleigh,53,14,Joan Baez,136,Jimi Hendrix,227,Joe Cocker,262,13300000,WoodstockÂ ,12631,778,63,English,USA,R,600000,1970,8.1,2.2,0
John Landis,82,644,Tara Strohmeier,11,Barry Dennen,29,David Zucker,119,,The Kentucky Fried MovieÂ ,13915,190,109,English,USA,R,650000,1977,6.5,1.85,0
Jon Gunn,15,16,Cynthia Watros,254,David A.R. White,266,Stacy Keach,602,171988,Mercy StreetsÂ ,448,1281,16,English,USA,PG-13,600000,2000,5.6,1.85,12
Gene Teigland,,0,Tac Fitzgerald,20,Matthew Feeney,20,Kendyl Joi,23,23616,Arnolds ParkÂ ,94,85,4,English,USA,PG-13,600000,2007,5.6,1.78,11
Scott Ziehl,18,4,Brent David Fraser,218,Jason London,711,William Smith,919,13493,Broken VesselsÂ ,531,2288,19,English,USA,R,600000,1998,6.6,1.85,51
Richard Montoya,,12,Exie Booker,359,Angela Nordeng,371,Nicholas Gonzalez,601,79043,Water & PowerÂ ,85,2241,,English,USA,Not Rated,,2013,6.3,,358
